1028855810,1006505497,{}
319569924,1620522306,{}
22124886,573815031,{}
43831302,1006505497,{}
184858631,165916420,{}
396453896,477780124,{}
279635977,1006505497,{}
112541709,165916420,{}
848054286,477780124,{}
585144335,1620522306,{}
188652888,1620522306,{}
1140700164,391248163,{}
560247471,391248163,{}
459331613,391248163,{}
385935392,1620522306,{}
20660258,1006505497,{}
57378851,1006505497,{}
18565158,573815031,{}
367716392,391248163,{}
70645801,573815031,{}
1139576874,1006505497,{}
1622741035,1620522306,{}
1614664717,391248163,{}
404854829,1620522306,{}
312021038,1006505497,{}
461658159,1006505497,{}
808441904,391248163,{}
5898292,573815031,{}
483237941,477780124,{}
300750857,1006505497,{}
82913340,165916420,{}
82913340,2226791774,{}
1158285092,391248163,{}
164689908,1620522306,{}
1387040832,391248163,{}
357398593,1620522306,{}
18980932,1006505497,{}
375017142,1620522306,{}
174809159,1006505497,{}
357015625,391248163,{}
565483599,477780124,{}
493260415,1006505497,{}
916842583,1006505497,{}
2161285208,391248163,{}
1307569508,1006505497,{}
150734938,391248163,{}
472185871,1620522306,{}
398927965,1006505497,{}
1417533534,477780124,{}
14671967,1006505497,{}
192020577,477780124,{}
490342499,477780124,{}
902549604,391248163,{}
962795622,391248163,{}
280107111,1620522306,{}
302610151,391248163,{}
185649261,391248163,{}
358334575,391248163,{}
479424631,391248163,{}
354883705,391248163,{}
287914109,165916420,{}
14393470,573815031,{}
56805505,1006505497,{}
56805505,573815031,{}
253198466,1620522306,{}
143751299,1006505497,{}
460965498,1006505497,{}
266508424,1620522306,{}
574406795,1006505497,{}
412592270,391248163,{}
1427646608,1620522306,{}
1314134161,391248163,{}
135135379,1620522306,{}
135135379,391248163,{}
769163412,1620522306,{}
769163412,391248163,{}
86113646,477780124,{}
86113646,165916420,{}
117061782,573815031,{}
1084536985,1006505497,{}
228856968,391248163,{}
477780124,10242562,{}
477780124,485542916,{}
477780124,121826829,{}
477780124,476683279,{}
477780124,435963933,{}
477780124,360144425,{}
477780124,284219955,{}
477780124,580836414,{}
477780124,579106658,{}
477780124,832873045,{}
477780124,573623895,{}
477780124,457031770,{}
477780124,200609377,{}
477780124,178572389,{}
477780124,232957543,{}
477780124,145699961,{}
477780124,367943615,{}
477780124,192017030,{}
477780124,30024845,{}
477780124,374408849,{}
477780124,162413202,{}
477780124,375312019,{}
477780124,1099567254,{}
477780124,358905495,{}
477780124,184227484,{}
477780124,165916420,{}
477780124,718505125,{}
477780124,491692711,{}
477780124,1179810984,{}
477780124,379218090,{}
477780124,300809387,{}
477780124,321434287,{}
477780124,165365425,{}
477780124,384325815,{}
477780124,487868795,{}
477780124,363909828,{}
477780124,364180166,{}
477780124,565743310,{}
477780124,150572752,{}
477780124,219940216,{}
477780124,115452627,{}
477780124,908817620,{}
477780124,302808791,{}
477780124,600007386,{}
477780124,364254428,{}
477780124,194091230,{}
477780124,347872995,{}
477780124,239849189,{}
477780124,497830631,{}
477780124,894196970,{}
477780124,203936494,{}
477780124,58653424,{}
477780124,397380852,{}
477780124,561368315,{}
477780124,203537663,{}
477780124,165916420,{}
477780124,853391112,{}
477780124,587378967,{}
477780124,263796505,{}
477780124,424270112,{}
477780124,260440353,{}
477780124,418786596,{}
477780124,320819493,{}
477780124,255642918,{}
477780124,472344365,{}
477780124,565610287,{}
477780124,424949050,{}
477780124,705853784,{}
477780124,84053338,{}
477780124,297536348,{}
477780124,790259042,{}
477780124,236125027,{}
477780124,453487463,{}
477780124,342080900,{}
477780124,146481008,{}
477780124,401448083,{}
477780124,130928500,{}
477780124,1126451064,{}
477780124,127024507,{}
477780124,505785946,{}
477780124,486715268,{}
477780124,215641478,{}
477780124,244152558,{}
477780124,273384342,{}
477780124,304337836,{}
477780124,1090524596,{}
477780124,125118392,{}
477780124,352597948,{}
477780124,494992319,{}
477780124,1416475586,{}
477780124,780899780,{}
477780124,504560591,{}
477780124,348008912,{}
477780124,478214098,{}
477780124,153376215,{}
477780124,358123994,{}
477780124,186966495,{}
477780124,568368614,{}
477780124,529731561,{}
477780124,487610859,{}
477780124,504845296,{}
477780124,251801074,{}
477780124,1312976376,{}
477780124,542116350,{}
165916420,492958361,{}
165916420,453481611,{}
165916420,280686227,{}
165916420,1006505497,{}
165916420,604946969,{}
165916420,227346970,{}
165916420,218499746,{}
165916420,391248163,{}
165916420,271553064,{}
165916420,240181980,{}
165916420,780899780,{}
165916420,179691952,{}
165916420,586892465,{}
165916420,381595486,{}
165916420,435731255,{}
165916420,397380852,{}
165916420,1620522306,{}
165916420,363909828,{}
165916420,150572752,{}
165916420,469402706,{}
165916420,67696468,{}
165916420,302808791,{}
165916420,415093852,{}
165916420,2226791774,{}
165916420,159984619,{}
165916420,358905495,{}
